10604	0	24	0	0	0	0	0	1	0	
10605	0	24	0	0	0	0	0	1	0	
10606	0	24	0	0	0	0	0	1	0	
10607	0	24	0	0	0	0	0	1	0	
10608	0	24	0	0	0	0	0	1	0	
10609	0	24	0	0	0	0	0	1	0	
10701	落日弓	24	2	2	2	2.2400000000000002	100	1	1	
10702	0	24	0	0	0	0	0	1	0	
10703	0	24	0	0	0	0	0	1	0	
10704	0	24	0	0	0	0	0	1	0	
10705	0	24	0	0	0	0	0	1	0	
10706	0	24	0	0	0	0	0	1	0	
10707	0	24	0	0	0	0	0	1	0	
10708	0	24	0	0	0	0	0	1	0	
10709	0	24	0	0	0	0	0	1	0	
10801	火箭烈	24	0	0	0.64	2.2400000000000002	100	1	-1	
10802	0	24	0	0	0	0	0	1	0	
10803	0	24	0	0	0	0	0	1	0	
10804	0	24	0	0	0	0	0	1	0	
10805	0	24	0	0	0	0	0	1	0	
10806	0	24	0	0	0	0	0	1	0	
10807	0	24	0	0	0	0	0	1	0	
10808	0	24	0	0	0	0	0	1	0	
10809	0	24	0	0	0	0	0	1	0	
10901	连弩击	24	0	0	0.64	2.2400000000000002	100	1	-1	
10902	0	24	0	0	0	0	0	1	0	
10903	0	24	0	0	0	0	0	1	0	
10904	0	24	0	0	0	0	0	1	0	
10905	0	24	0	0	0	0	0	1	0	
10906	0	24	0	0	0	0	0	1	0	
10907	0	24	0	0	0	0	0	1	0	
10908	0	24	0	0	0	0	0	1	0	
10909	0	24	0	0	0	0	0	1	0	
11001	穿云箭	24	0	0	0.64	2.2400000000000002	100	1	-1	
11002	0	24	0	0	0	0	0	1	0	
11003	0	24	0	0	0	0	0	1	0	
11004	0	24	0	0	0	0	0	1	0	
11005	0	24	0	0	0	0	0	1	0	
11006	0	24	0	0	0	0	0	1	0	
11007	0	24	0	0	0	0	0	1	0	
11008	0	24	0	0	0	0	0	1	0	
11009	0	24	0	0	0	0	0	1	0	
11101	旋龙	24	0	0	0.64	2.2400000000000002	100	1	-1	
11102	0	24	0	0	0	0	0	1	0	
11103	0	24	0	0	0	0	0	1	0	
11104	0	24	0	0	0	0	0	1	0	
11105	0	24	0	0	0	0	0	1	0	
11106	0	24	0	0	0	0	0	1	0	
11107	0	24	0	0	0	0	0	1	0	
11108	0	24	0	0	0	0	0	1	0	
11109	0	24	0	0	0	0	0	1	0	
11201	流星坠地	24	0.08	0.52	1	4.8	100	1	1	
11202	0	24	0	0	0	0	0	1	0	
11203	0	24	0	0	0	0	0	1	0	
11204	0	24	0	0	0	0	0	1	0	
11205	0	24	0	0	0	0	0	1	0	
11206	0	24	0	0	0	0	0	1	0	
11207	0	24	0	0	0	0	0	1	0	
11208	0	24	0	0	0	0	0	1	0	
11209	0	24	0	0	0	0	0	1	0	
11301	铜仙技	24	0	0	0.64	2.2400000000000002	100	1	-1	
11302	0	24	0	0	0	0	0	1	0	
11303	0	24	0	0	0	0	0	1	0	
11304	0	24	0	0	0	0	0	1	0	
11305	0	24	0	0	0	0	0	1	0	
11306	0	24	0	0	0	0	0	1	0	
11307	0	24	0	0	0	0	0	1	0	
11308	0	24	0	0	0	0	0	1	0	
11309	0	24	0	0	0	0	0	1	0	
11401	伏兵	24	0	0	0.64	2.2400000000000002	100	1	-1	
11402	0	24	0	0	0	0	0	1	0	
11403	0	24	0	0	0	0	0	1	0	
11404	0	24	0	0	0	0	0	1	0	
11405	0	24	0	0	0	0	0	1	0	
11406	0	24	0	0	0	0	0	1	0	
11407	0	24	0	0	0	0	0	1	0	
11408	0	24	0	0	0	0	0	1	0	
11409	0	24	0	0	0	0	0	1	0	
11501	恐吓	24	0	0	0.64	2.2400000000000002	100	1	-1	
11502	0	24	0	0	0	0	0	1	0	
11503	0	24	0	0	0	0	0	1	0	
11504	0	24	0	0	0	0	0	1	0	
11505	0	24	0	0	0	0	0	1	0	
11506	0	24	0	0	0	0	0	1	0	
11507	0	24	0	0	0	0	0	1	0	
11508	0	24	0	0	0	0	0	1	0	
11509	0	24	0	0	0	0	0	1	0	
11601	奇袭	24	0	0	0.64	2.2400000000000002	100	1	-1	
11602	0	24	0	0	0	0	0	1	0	
11603	0	24	0	0	0	0	0	1	0	
11604	0	24	0	0	0	0	0	1	0	
11605	0	24	0	0	0	0	0	1	0	
11606	0	24	0	0	0	0	0	1	0	
11607	0	24	0	0	0	0	0	1	0	
11608	0	24	0	0	0	0	0	1	0	
11609	0	24	0	0	0	0	0	1	0	
11701	昂扬	24	0	0	0.64	2.2400000000000002	100	1	-1	
11702	0	24	0	0	0	0	0	1	0	
11703	0	24	0	0	0	0	0	1	0	
11704	0	24	0	0	0	0	0	1	0	
11705	0	24	0	0	0	0	0	1	0	
11706	0	24	0	0	0	0	0	1	0	
11707	0	24	0	0	0	0	0	1	0	
11708	0	24	0	0	0	0	0	1	0	
11709	0	24	0	0	0	0	0	1	0	
11801	奋战	24	0	0	0.64	2.2400000000000002	100	1	-1	
11802	0	24	0	0	0	0	0	1	0	
11803	0	24	0	0	0	0	0	1	0	
11804	0	24	0	0	0	0	0	1	0	
11805	0	24	0	0	0	0	0	1	0	
11806	0	24	0	0	0	0	0	1	0	
11807	0	24	0	0	0	0	0	1	0	
11808	0	24	0	0	0	0	0	1	0	
11809	0	24	0	0	0	0	0	1	0	
11901	冰柱刺	24	0.04	0	0	2.2400000000000002	100	1	1	
11902	0	24	0	0	0	0	0	1	0	
11903	0	24	0	0	0	0	0	1	0	
11904	0	24	0	0	0	0	0	1	0	
11905	0	24	0	0	0	0	0	1	0	
11906	0	24	0	0	0	0	0	1	0	
11907	0	24	0	0	0	0	0	1	0	
11908	0	24	0	0	0	0	0	1	0	
11909	0	24	0	0	0	0	0	1	0	
12001	杀破狼	24	2	2	2	2.2400000000000002	100	1	0	
12002	0	24	0	0	0	0	0	1	0	
12003	0	24	0	0	0	0	0	1	0	
12004	0	24	0	0	0	0	0	1	0	
12005	0	24	0	0	0	0	0	1	0	
12006	0	24	0	0	0	0	0	1	0	
12007	0	24	0	0	0	0	0	1	0	
12008	0	24	0	0	0	0	0	1	0	
12009	0	24	0	0	0	0	0	1	0	
12101	霸王枪	24	0	0	0.64	2.2400000000000002	100	1	-1	
12102	0	24	0	0	0	0	0	1	0	
12103	0	24	0	0	0	0	0	1	0	
12104	0	24	0	0	0	0	0	1	0	
12105	0	24	0	0	0	0	0	1	0	
12106	0	24	0	0	0	0	0	1	0	
12107	0	24	0	0	0	0	0	1	0	
12108	0	24	0	0	0	0	0	1	0	
12109	0	24	0	0	0	0	0	1	0	
20101	天下无双	24	0	0	0.64	2.2400000000000002	100	1	-1	
20102	0	24	0	0	0	0	0	1	0	
20103	0	24	0	0	0	0	0	1	0	
20104	0	24	0	0	0	0	0	1	0	
20105	0	24	0	0	0	0	0	1	0	
20106	0	24	0	0	0	0	0	1	0	
20107	0	24	0	0	0	0	0	1	0	
20108	0	24	0	0	0	0	0	1	0	
20109	0	24	0	0	0	0	0	1	0	
20201	鬼哭神嚎	24	0	0	0.64	2.2400000000000002	100	1	-1	
20202	0	24	0	0	0	0	0	1	0	
20203	0	24	0	0	0	0	0	1	0	
20204	0	24	0	0	0	0	0	1	0	
20205	0	24	0	0	0	0	0	1	0	
20206	0	24	0	0	0	0	0	1	0	
20207	0	24	0	0	0	0	0	1	0	
20208	0	24	0	0	0	0	0	1	0	
20209	0	24	0	0	0	0	0	1	0	
20301	神鬼乱舞	24	0	0	0.64	2.2400000000000002	100	1	-1	
20302	0	24	0	0	0	0	0	1	0	
20303	0	24	0	0	0	0	0	1	0	
20304	0	24	0	0	0	0	0	1	0	
20305	0	24	0	0	0	0	0	1	0	
20306	0	24	0	0	0	0	0	1	0	
20307	0	24	0	0	0	0	0	1	0	
20308	0	24	0	0	0	0	0	1	0	
20309	0	24	0	0	0	0	0	1	0	
20401	倾国倾城	24	0	0	0.64	2.2400000000000002	100	1	-1	
20402	0	24	0	0	0	0	0	1	0	
20403	0	24	0	0	0	0	0	1	0	
20404	0	24	0	0	0	0	0	1	0	
20405	0	24	0	0	0	0	0	1	0	
20406	0	24	0	0	0	0	0	1	0	
20407	0	24	0	0	0	0	0	1	0	
20408	0	24	0	0	0	0	0	1	0	
20409	0	24	0	0	0	0	0	1	0	
20501	乱世魔狱	24	0	0	0.64	2.2400000000000002	100	1	-1	
20502	0	24	0	0	0	0	0	1	0	
20503	0	24	0	0	0	0	0	1	0	
20504	0	24	0	0	0	0	0	1	0	
20505	0	24	0	0	0	0	0	1	0	
20506	0	24	0	0	0	0	0	1	0	
20507	0	24	0	0	0	0	0	1	0	
20508	0	24	0	0	0	0	0	1	0	
20509	0	24	0	0	0	0	0	1	0	
20601	钢爪银龙	24	0	0	0.64	2.2400000000000002	100	1	-1	
20602	0	24	0	0	0	0	0	1	0	
20603	0	24	0	0	0	0	0	1	0	
20604	0	24	0	0	0	0	0	1	0	
20605	0	24	0	0	0	0	0	1	0	
20606	0	24	0	0	0	0	0	1	0	
20607	0	24	0	0	0	0	0	1	0	
20608	0	24	0	0	0	0	0	1	0	
20609	0	24	0	0	0	0	0	1	0	
20701	饮血狂刀	24	0	0	0.64	2.2400000000000002	100	1	-1	
20702	0	24	0	0	0	0	0	1	0	
20703	0	24	0	0	0	0	0	1	0	
20704	0	24	0	0	0	0	0	1	0	
20705	0	24	0	0	0	0	0	1	0	
20706	0	24	0	0	0	0	0	1	0	
20707	0	24	0	0	0	0	0	1	0	
20708	0	24	0	0	0	0	0	1	0	
20709	0	24	0	0	0	0	0	1	0	
